cveID,dateAdded,vendorProject,product,cvss,epss,risk,exploit,ransomCampaign
CVE-2009-1151,2022-03-25,phpMyAdmin,phpMyAdmin,9.8,0.92956,Critical,Yes,Unknown
CVE-2020-1956,2022-03-25,Apache,Kylin,8.8,0.93559,High,Yes,Unknown
CVE-2020-9054,2022-03-25,Zyxel,Multiple Network-Attached Storage (NAS) Devices,9.8,0.94312,Critical,Yes,Unknown
CVE-2022-21999,2022-03-25,Microsoft,Windows,7.8,0.71363,High,Yes,Unknown
CVE-2018-8373,2022-03-25,Microsoft,Internet Explorer Scripting Engine,7.5,0.82417,High,No,Unknown
CVE-2020-2021,2022-03-25,Palo Alto Networks,PAN-OS,10.0,0.16868,Medium,Yes,Known
CVE-2015-3035,2022-03-25,TP-Link,Multiple Archer Devices,7.5,0.92856,High,No,Unknown
CVE-2019-2616,2022-03-25,Oracle,BI Publisher (Formerly XML Publisher),7.2,0.94103,High,Yes,Unknown
CVE-2022-26318,2022-03-25,WatchGuard,Firebox and XTM Appliances,9.8,0.92232,Critical,Yes,Unknown
CVE-2017-6316,2022-03-25,Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",9.8,0.87787,High,Yes,Unknown
CVE-2019-1003030,2022-03-25,Jenkins,Matrix Project Plugin,9.9,0.93052,Critical,Yes,Unknown
CVE-2017-0146,2022-03-25,Microsoft,Windows,8.8,0.93569,High,Yes,Known
CVE-2019-12989,2022-03-25,Citrix,SD-WAN and NetScaler,9.8,0.91054,Critical,Yes,Unknown
CVE-2010-2861,2022-03-25,Adobe,ColdFusion,9.8,0.94237,Critical,Yes,Known
CVE-2014-6324,2022-03-25,Microsoft,Kerberos Key Distribution Center (KDC),8.8,0.8901,High,Yes,Unknown
CVE-2010-4344,2022-03-25,Exim,Exim,9.8,0.61461,High,Yes,Unknown
CVE-2017-6334,2022-03-25,NETGEAR,DGN2200 Devices,8.8,0.89207,High,Yes,Unknown
CVE-2022-26143,2022-03-25,Mitel,"MiCollab, MiVoice Business Express",9.8,0.89199,High,No,Unknown
CVE-2013-2251,2022-03-25,Apache,Struts,9.8,0.94328,Critical,Yes,Unknown
CVE-2015-4068,2022-03-25,Arcserve,Unified Data Protection (UDP),9.1,0.81937,High,No,Unknown
CVE-2018-1273,2022-03-25,VMware Tanzu,Spring Data Commons,9.8,0.94288,Critical,Yes,Known
CVE-2016-4171,2022-03-25,Adobe,Flash Player,9.8,0.50544,High,No,Unknown
CVE-2021-22941,2022-03-25,Citrix,ShareFile,9.8,0.88607,High,Yes,Known
CVE-2018-8414,2022-03-25,Microsoft,Windows,8.8,0.8793,High,Yes,Unknown
CVE-2009-0927,2022-03-25,Adobe,Reader and Acrobat,8.8,0.93507,High,Yes,Unknown
CVE-2020-9377,2022-03-25,D-Link,DIR-610 Devices,8.8,0.76636,High,Yes,Unknown
CVE-2014-6332,2022-03-25,Microsoft,Windows,8.8,0.94094,High,Yes,Unknown
CVE-2019-11043,2022-03-25,PHP,FastCGI Process Manager (FPM),8.7,0.94105,High,Yes,Known
CVE-2017-12617,2022-03-25,Apache,Tomcat,8.1,0.94356,High,Yes,Unknown
CVE-2019-16920,2022-03-25,D-Link,Multiple Routers,9.8,0.9438,Critical,Yes,Unknown
CVE-2016-0752,2022-03-25,Rails,Ruby on Rails,7.5,0.92705,High,Yes,Unknown
CVE-2015-2426,2022-03-28,Microsoft,Windows,8.8,0.91754,High,Yes,Unknown
CVE-2011-2005,2022-03-28,Microsoft,Ancillary Function Driver (afd.sys),7.8,0.67089,High,Yes,Unknown
CVE-2017-0213,2022-03-28,Microsoft,Windows,7.3,0.92686,High,Yes,Known
CVE-2017-0059,2022-03-28,Microsoft,Internet Explorer,4.3,0.85191,Medium,Yes,Unknown
CVE-2010-4398,2022-03-28,Microsoft,Windows,7.8,0.14398,Medium,Yes,Unknown
CVE-2022-1096,2022-03-28,Google,Chromium V8,8.8,0.37884,Medium,Yes,Unknown
CVE-2012-0518,2022-03-28,Oracle,Fusion Middleware,4.7,0.16126,Low,No,Unknown
CVE-2019-7483,2022-03-28,SonicWall,SMA100,7.5,0.34622,Medium,No,Unknown
CVE-2013-2729,2022-03-28,Adobe,Reader and Acrobat,9.8,0.89132,High,Yes,Unknown
CVE-2018-8406,2022-03-28,Microsoft,DirectX Graphics Kernel (DXGKRNL),7.8,0.4999,Medium,No,Known
CVE-2021-20028,2022-03-28,SonicWall,Secure Remote Access (SRA),9.8,0.85685,High,No,Known
CVE-2013-1690,2022-03-28,Mozilla,Firefox and Thunderbird,8.8,0.49616,Medium,Yes,Unknown
CVE-2018-8440,2022-03-28,Microsoft,Windows,7.8,0.75639,High,Yes,Known
CVE-2021-34486,2022-03-28,Microsoft,Windows,7.8,0.34654,Medium,Yes,Unknown
CVE-2021-38646,2022-03-28,Microsoft,Office,7.8,0.36255,Medium,No,Known
CVE-2017-0037,2022-03-28,Microsoft,Edge and Internet Explorer,8.1,0.92091,High,Yes,Unknown
CVE-2022-0543,2022-03-28,Redis,Debian-specific Redis Servers,10.0,0.94398,Critical,Yes,Unknown
CVE-2012-2034,2022-03-28,Adobe,Flash Player,7.5,0.10712,Medium,No,Unknown
CVE-2016-0040,2022-03-28,Microsoft,Windows,7.8,0.78896,High,Yes,Unknown
CVE-2012-2539,2022-03-28,Microsoft,Word,7.8,0.85532,High,No,Unknown
CVE-2018-8405,2022-03-28,Microsoft,DirectX Graphics Kernel (DXGKRNL),7.8,0.4999,Medium,No,Known
CVE-2013-3660,2022-03-28,Microsoft,Win32k,7.8,0.69191,High,Yes,Unknown
CVE-2013-2465,2022-03-28,Oracle,Java SE,9.8,0.9356,Critical,Yes,Known
CVE-2012-5076,2022-03-28,Oracle,Java SE,9.8,0.91973,Critical,Yes,Unknown
CVE-2015-2419,2022-03-28,Microsoft,Internet Explorer,8.8,0.80247,High,Yes,Unknown
CVE-2016-7200,2022-03-28,Microsoft,Edge,8.8,0.89225,High,Yes,Unknown
CVE-2021-26085,2022-03-28,Atlassian,Confluence Server,5.3,0.94012,High,Yes,Known
CVE-2016-7201,2022-03-28,Microsoft,Edge,8.8,0.90142,High,Yes,Unknown
CVE-2013-2551,2022-03-28,Microsoft,Internet Explorer,8.8,0.91987,High,Yes,Known
CVE-2016-0189,2022-03-28,Microsoft,Internet Explorer,7.5,0.91503,High,Yes,Unknown
CVE-2016-0151,2022-03-28,Microsoft,Client-Server Run-time Subsystem (CSRSS),7.8,0.44069,Medium,Yes,Known
CVE-2015-1770,2022-03-28,Microsoft,Office,8.8,0.78193,High,No,Unknown
CVE-2021-21551,2022-03-31,Dell,dbutil Driver,8.8,0.59289,High,Yes,Unknown
CVE-2018-10561,2022-03-31,Dasan,Gigabit Passive Optical Network (GPON) Routers,9.8,0.93311,Critical,Yes,Unknown
CVE-2022-26871,2022-03-31,Trend Micro,Apex Central,9.8,0.13906,Medium,No,Unknown
CVE-2022-1040,2022-03-31,Sophos,Firewall,9.8,0.94439,Critical,Yes,Unknown
CVE-2021-34484,2022-03-31,Microsoft,Windows,7.8,0.02429,Medium,No,Unknown
CVE-2021-28799,2022-03-31,QNAP,Network Attached Storage (NAS),10.0,0.91146,Critical,No,Known
CVE-2018-10562,2022-03-31,Dasan,Gigabit Passive Optical Network (GPON) Routers,9.8,0.94028,Critical,Yes,Known
CVE-2022-22965,2022-04-04,VMware,Spring Framework,9.8,0.94428,Critical,Yes,Unknown
CVE-2021-45382,2022-04-04,D-Link,Multiple Routers,9.8,0.9423,Critical,No,Unknown
CVE-2022-22675,2022-04-04,Apple,macOS,7.8,0.00978,Medium,No,Unknown
CVE-2022-22674,2022-04-04,Apple,macOS,5.5,0.00233,Medium,No,Unknown
CVE-2021-3156,2022-04-06,Sudo,Sudo,7.8,0.92622,High,Yes,Unknown
CVE-2017-0148,2022-04-06,Microsoft,SMBv1 server,8.1,0.93969,High,Yes,Known
CVE-2021-31166,2022-04-06,Microsoft,HTTP Protocol Stack,9.8,0.93069,Critical,Yes,Unknown
CVE-2021-27852,2022-04-11,Checkbox,Checkbox Survey,9.8,0.28821,Medium,No,Unknown
CVE-2021-22600,2022-04-11,Linux,Kernel,6.6,0.00153,Medium,Yes,Unknown
CVE-2020-2509,2022-04-11,QNAP,QNAP Network-Attached Storage (NAS),9.8,0.84994,High,Yes,Unknown
CVE-2022-23176,2022-04-11,WatchGuard,Firebox and XTM,8.8,0.09569,Medium,No,Unknown
CVE-2017-11317,2022-04-11,Telerik,User Interface (UI) for ASP.NET AJAX,9.8,0.91984,Critical,Yes,Unknown
CVE-2021-39793,2022-04-11,Google,Pixel,7.8,0.00092,Medium,No,Unknown
CVE-2021-42278,2022-04-11,Microsoft,Active Directory,7.5,0.94066,High,Yes,Known
CVE-2021-42287,2022-04-11,Microsoft,Active Directory,7.5,0.94006,High,Yes,Known
CVE-2014-9163,2022-04-13,Adobe,Flash Player,9.8,0.03626,Medium,No,Unknown
CVE-2015-2502,2022-04-13,Microsoft,Internet Explorer,8.8,0.22563,Medium,No,Unknown
CVE-2022-24521,2022-04-13,Microsoft,Windows,7.8,0.08042,Medium,No,Known
CVE-2015-0311,2022-04-13,Adobe,Flash Player,9.8,0.92735,Critical,Yes,Unknown
CVE-2015-5122,2022-04-13,Adobe,Flash Player,9.8,0.9278,Critical,Yes,Unknown
CVE-2015-5123,2022-04-13,Adobe,Flash Player,9.8,0.47561,Medium,No,Unknown
CVE-2018-20753,2022-04-13,Kaseya,Virtual System/Server Administrator (VSA),9.8,0.44443,Medium,No,Known
CVE-2015-0313,2022-04-13,Adobe,Flash Player,9.8,0.93271,Critical,Yes,Unknown
CVE-2015-3113,2022-04-13,Adobe,Flash Player,9.8,0.9242,Critical,Yes,Unknown
CVE-2018-7602,2022-04-13,Drupal,Core,9.8,0.94385,Critical,Yes,Known
CVE-2022-22954,2022-04-14,VMware,Workspace ONE Access and Identity Manager,9.8,0.94444,Critical,Yes,Known
CVE-2019-16057,2022-04-15,D-Link,DNS-320 Storage Device,9.8,0.9375,Critical,No,Known
CVE-2022-22960,2022-04-15,VMware,Multiple Products,7.8,0.70421,High,Yes,Unknown
CVE-2007-3010,2022-04-15,Alcatel,OmniPCX Enterprise,9.8,0.94007,Critical,Yes,Unknown
CVE-2010-5330,2022-04-15,Ubiquiti,AirOS,9.8,0.56481,High,No,Unknown
CVE-2019-3929,2022-04-15,Crestron,Multiple Products,9.8,0.94346,Critical,Yes,Unknown
CVE-2016-4523,2022-04-15,Trihedral,VTScada (formerly VTS),7.5,0.66951,High,No,Unknown
CVE-2022-1364,2022-04-15,Google,Chromium V8,8.8,0.18147,Medium,Yes,Unknown
CVE-2018-7841,2022-04-15,Schneider Electric,U.motion Builder,9.8,0.5238,High,Yes,Unknown
CVE-2014-0780,2022-04-15,InduSoft,Web Studio,9.8,0.89247,High,Yes,Unknown
CVE-2019-3568,2022-04-19,Meta Platforms,WhatsApp,9.8,0.45977,Medium,No,Unknown
CVE-2022-22718,2022-04-19,Microsoft,Windows,7.8,0.1103,Medium,Yes,Unknown
CVE-2018-6882,2022-04-19,Synacor,Zimbra Collaboration Suite (ZCS),6.1,0.63352,High,No,Known
CVE-2022-21919,2022-04-25,Microsoft,Windows,7.0,0.00256,Medium,No,Unknown
CVE-2021-40450,2022-04-25,Microsoft,Win32k,7.8,0.07526,Medium,No,Unknown
CVE-2022-29464,2022-04-25,WSO2,Multiple Products,9.8,0.94434,Critical,Yes,Known
CVE-2019-1003029,2022-04-25,Jenkins,Script Security Plugin,9.9,0.92647,Critical,No,Unknown
CVE-2021-41357,2022-04-25,Microsoft,Win32k,7.8,0.07369,Medium,No,Unknown
CVE-2022-0847,2022-04-25,Linux,Kernel,7.8,0.84135,High,Yes,Unknown
CVE-2022-26904,2022-04-25,Microsoft,Windows,7.0,0.28313,Medium,Yes,Unknown
CVE-2019-8506,2022-05-04,Apple,Multiple Products,8.8,0.0768,Medium,Yes,Unknown
CVE-2014-0322,2022-05-04,Microsoft,Internet Explorer,8.8,0.93203,High,Yes,Unknown
CVE-2014-0160,2022-05-04,OpenSSL,OpenSSL,7.5,0.94464,High,Yes,Unknown
CVE-2014-4113,2022-05-04,Microsoft,Win32k,7.8,0.82433,High,Yes,Unknown
CVE-2021-1789,2022-05-04,Apple,Multiple Products,8.8,0.00243,Medium,No,Unknown
CVE-2022-1388,2022-05-10,F5,BIG-IP,9.8,0.94456,Critical,Yes,Known
CVE-2022-30525,2022-05-16,Zyxel,Multiple Firewalls,9.8,0.94445,Critical,Yes,Unknown
CVE-2022-22947,2022-05-16,VMware,Spring Cloud Gateway,10.0,0.94461,Critical,Yes,Unknown
CVE-2019-0703,2022-05-23,Microsoft,Windows,6.5,0.19227,Medium,No,Unknown
CVE-2020-1027,2022-05-23,Microsoft,Windows,7.8,0.06998,Medium,No,Unknown
CVE-2021-0920,2022-05-23,Android,Kernel,6.4,0.00908,Medium,No,Unknown
CVE-2021-1048,2022-05-23,Android,Kernel,7.8,0.02226,Medium,No,Unknown
CVE-2022-20821,2022-05-23,Cisco,IOS XR,6.5,0.19129,Medium,No,Unknown
CVE-2018-5002,2022-05-23,Adobe,Flash Player,9.8,0.48477,Medium,No,Unknown
CVE-2019-1385,2022-05-23,Microsoft,Windows,7.8,0.00378,Medium,No,Known
CVE-2019-13720,2022-05-23,Google,Chrome WebAudio,8.8,0.88226,High,Yes,Unknown
CVE-2020-0638,2022-05-23,Microsoft,Update Notification Manager,7.8,0.01479,Medium,Yes,Known
CVE-2019-8720,2022-05-23,WebKitGTK,WebKitGTK,8.8,0.07842,Medium,No,Unknown
CVE-2019-18426,2022-05-23,Meta Platforms,WhatsApp,8.2,0.55265,High,Yes,Unknown
CVE-2019-11707,2022-05-23,Mozilla,Firefox and Thunderbird,8.8,0.81279,High,Yes,Unknown
CVE-2018-8589,2022-05-23,Microsoft,Win32k,7.8,0.46257,Medium,No,Unknown
CVE-2019-5786,2022-05-23,Google,Chrome Blink,6.5,0.89547,High,Yes,Unknown
CVE-2019-11708,2022-05-23,Mozilla,Firefox and Thunderbird,10.0,0.68885,High,Yes,Unknown
CVE-2019-0880,2022-05-23,Microsoft,Windows,7.8,0.04079,Medium,No,Unknown
CVE-2019-7286,2022-05-23,Apple,Multiple Products,7.8,0.02022,Medium,Yes,Unknown
CVE-2019-1130,2022-05-23,Microsoft,Windows,7.8,0.01925,Medium,Yes,Known
CVE-2019-7287,2022-05-23,Apple,iOS,7.8,0.05349,Medium,No,Unknown
CVE-2019-0676,2022-05-23,Microsoft,Internet Explorer,6.5,0.24487,Medium,No,Unknown
CVE-2021-30883,2022-05-23,Apple,Multiple Products,7.8,0.00577,Medium,No,Unknown
CVE-2018-19953,2022-05-24,QNAP,Network Attached Storage (NAS),6.1,0.31524,Medium,No,Known
CVE-2016-4656,2022-05-24,Apple,iOS,7.8,0.66743,High,Yes,Unknown
CVE-2017-18362,2022-05-24,Kaseya,Virtual System/Server Administrator (VSA),9.8,0.87164,High,Yes,Known
CVE-2017-8543,2022-05-24,Microsoft,Windows,9.8,0.7994,High,Yes,Unknown
CVE-2016-6367,2022-05-24,Cisco,Adaptive Security Appliance (ASA),7.8,0.23087,Medium,Yes,Unknown
CVE-2017-0005,2022-05-24,Microsoft,Windows,7.8,0.08678,Medium,Yes,Unknown
CVE-2016-6366,2022-05-24,Cisco,Adaptive Security Appliance (ASA),8.8,0.91389,High,Yes,Unknown
CVE-2017-0022,2022-05-24,Microsoft,XML Core Services,6.5,0.42086,Medium,No,Unknown
CVE-2016-0162,2022-05-24,Microsoft,Internet Explorer,4.3,0.37993,Low,No,Unknown
CVE-2016-3298,2022-05-24,Microsoft,Internet Explorer,6.5,0.27734,Medium,No,Unknown
CVE-2017-0147,2022-05-24,Microsoft,SMBv1 server,7.5,0.92418,High,Yes,Known
CVE-2018-19943,2022-05-24,QNAP,Network Attached Storage (NAS),8.0,0.055,Medium,No,Known
CVE-2017-8291,2022-05-24,Artifex,Ghostscript,7.8,0.92862,High,Yes,Unknown
CVE-2018-19949,2022-05-24,QNAP,Network Attached Storage (NAS),9.8,0.44166,Medium,No,Known
CVE-2017-0149,2022-05-24,Microsoft,Internet Explorer,8.8,0.4146,Medium,No,Unknown
CVE-2016-4655,2022-05-24,Apple,iOS,5.5,0.8229,High,Yes,Unknown
CVE-2016-3351,2022-05-24,Microsoft,Internet Explorer and Edge,6.5,0.40288,Medium,No,Known
CVE-2016-4657,2022-05-24,Apple,iOS,8.8,0.78362,High,Yes,Unknown
CVE-2017-0210,2022-05-24,Microsoft,Internet Explorer,8.8,0.3644,Medium,No,Unknown
CVE-2018-8611,2022-05-24,Microsoft,Windows,7.8,0.16358,Medium,Yes,Unknown
CVE-2015-1671,2022-05-25,Microsoft,Windows,7.8,0.83857,High,No,Unknown
CVE-2013-0431,2022-05-25,Oracle,Java Runtime Environment (JRE),5.3,0.91587,High,Yes,Known
CVE-2015-0071,2022-05-25,Microsoft,Internet Explorer,6.5,0.38673,Medium,No,Unknown
CVE-2014-8439,2022-05-25,Adobe,Flash Player,8.8,0.27067,Medium,No,Unknown
CVE-2014-4077,2022-05-25,Microsoft,Input Method Editor (IME) Japanese,7.8,0.36747,Medium,No,Unknown
CVE-2016-7256,2022-05-25,Microsoft,Windows,8.8,0.59042,High,No,Unknown
CVE-2015-1769,2022-05-25,Microsoft,Windows,6.6,0.28425,Medium,Yes,Unknown
CVE-2016-0984,2022-05-25,Adobe,Flash Player and AIR,8.8,0.75907,High,Yes,Unknown
CVE-2013-3993,2022-05-25,IBM,InfoSphere BigInsights,6.5,0.16966,Medium,No,Known
CVE-2013-3896,2022-05-25,Microsoft,Silverlight,5.5,0.8159,High,Yes,Unknown
CVE-2013-0422,2022-05-25,Oracle,Java Runtime Environment (JRE),9.8,0.93768,Critical,Yes,Unknown
CVE-2015-4495,2022-05-25,Mozilla,Firefox,8.8,0.71568,High,Yes,Unknown
CVE-2014-4148,2022-05-25,Microsoft,Windows,8.8,0.49715,Medium,No,Unknown
CVE-2015-6175,2022-05-25,Microsoft,Windows,7.8,0.02917,Medium,No,Unknown
CVE-2010-0840,2022-05-25,Oracle,Java Runtime Environment (JRE),9.8,0.92112,Critical,Yes,Unknown
CVE-2016-0034,2022-05-25,Microsoft,Silverlight,8.8,0.40525,Medium,No,Known
CVE-2012-1710,2022-05-25,Oracle,Fusion Middleware,9.8,0.70416,High,No,Unknown
CVE-2014-4123,2022-05-25,Microsoft,Internet Explorer,8.8,0.52879,High,No,Unknown
CVE-2013-2423,2022-05-25,Oracle,Java Runtime Environment (JRE),3.7,0.93397,Medium,Yes,Unknown
CVE-2015-2360,2022-05-25,Microsoft,Win32k,8.8,0.13229,Medium,No,Unknown
CVE-2010-1428,2022-05-25,Red Hat,JBoss,7.5,0.65338,High,No,Known
CVE-2013-7331,2022-05-25,Microsoft,Internet Explorer,6.5,0.81812,High,No,Unknown
CVE-2010-0738,2022-05-25,Red Hat,JBoss,5.3,0.91288,High,Yes,Known
CVE-2015-0016,2022-05-25,Microsoft,Windows,7.8,0.91702,High,Yes,Unknown
CVE-2019-3010,2022-05-25,Oracle,Solaris,8.8,0.47589,Medium,Yes,Unknown
CVE-2014-2817,2022-05-25,Microsoft,Internet Explorer,8.8,0.26216,Medium,No,Unknown
CVE-2015-0310,2022-05-25,Adobe,Flash Player,9.8,0.05023,Medium,No,Unknown
CVE-2013-0074,2022-05-25,Microsoft,Silverlight,7.8,0.93083,High,Yes,Known
CVE-2014-3153,2022-05-25,Linux,Kernel,7.8,0.7219,High,Yes,Unknown
CVE-2015-2425,2022-05-25,Microsoft,Internet Explorer,8.8,0.34069,Medium,No,Unknown
CVE-2016-3393,2022-05-25,Microsoft,Windows,7.8,0.3242,Medium,No,Unknown
CVE-2015-8651,2022-05-25,Adobe,Flash Player,8.8,0.90482,High,Yes,Unknown
CVE-2014-0546,2022-05-25,Adobe,Acrobat and Reader,9.8,0.44068,Medium,No,Unknown
CVE-2016-1010,2022-05-25,Adobe,Flash Player and AIR,8.8,0.29986,Medium,No,Unknown
CVE-2022-26134,2022-06-02,Atlassian,Confluence Server/Data Center,9.8,0.94408,Critical,Yes,Known
CVE-2019-5825,2022-06-08,Google,Chromium V8,6.5,0.73662,High,Yes,Unknown
CVE-2019-7193,2022-06-08,QNAP,QTS,9.8,0.2579,Medium,No,Known
CVE-2018-17480,2022-06-08,Google,Chromium V8,8.8,0.31917,Medium,No,Unknown
CVE-2012-1889,2022-06-08,Microsoft,XML Core Services,8.8,0.92781,High,Yes,Unknown
CVE-2016-5198,2022-06-08,Google,Chromium V8,8.8,0.77907,High,No,Unknown
CVE-2017-6862,2022-06-08,NETGEAR,Multiple Devices,9.8,0.43308,Medium,No,Unknown
CVE-2009-0557,2022-06-08,Microsoft,Office,7.8,0.83761,High,No,Unknown
CVE-2012-0754,2022-06-08,Adobe,Flash Player,8.1,0.9259,High,Yes,Unknown
CVE-2012-0151,2022-06-08,Microsoft,Windows,7.8,0.8664,High,No,Unknown
CVE-2012-0767,2022-06-08,Adobe,Flash Player,6.1,0.16267,Medium,No,Unknown
CVE-2018-6065,2022-06-08,Google,Chromium V8,8.8,0.88773,High,Yes,Unknown
CVE-2012-5054,2022-06-08,Adobe,Flash Player,8.8,0.76609,High,No,Unknown
CVE-2009-1862,2022-06-08,Adobe,"Acrobat and Reader, Flash Player",7.8,0.58566,High,No,Unknown
CVE-2012-4969,2022-06-08,Microsoft,Internet Explorer,8.1,0.91843,High,Yes,Unknown
CVE-2011-0609,2022-06-08,Adobe,Flash Player,7.8,0.92193,High,Yes,Unknown
CVE-2018-4990,2022-06-08,Adobe,Acrobat and Reader,8.8,0.62033,High,No,Unknown
CVE-2019-7194,2022-06-08,QNAP,Photo Station,9.8,0.93938,Critical,No,Known
CVE-2017-5070,2022-06-08,Google,Chromium V8,8.8,0.71096,High,No,Unknown
CVE-2019-7192,2022-06-08,QNAP,Photo Station,9.8,0.94303,Critical,Yes,Known
CVE-2010-2572,2022-06-08,Microsoft,PowerPoint,7.8,0.74724,High,No,Unknown
CVE-2009-3953,2022-06-08,Adobe,Acrobat and Reader,8.8,0.90514,High,Yes,Unknown
CVE-2010-2883,2022-06-08,Adobe,Acrobat and Reader,7.3,0.92181,High,Yes,Unknown
CVE-2017-5030,2022-06-08,Google,Chromium V8,8.8,0.50654,High,No,Unknown
CVE-2007-5659,2022-06-08,Adobe,Acrobat and Reader,7.8,0.93512,High,Yes,Unknown
CVE-2019-15271,2022-06-08,Cisco,RV Series Routers,8.8,0.05878,Medium,No,Unknown
CVE-2010-1297,2022-06-08,Adobe,Flash Player,7.8,0.93388,High,Yes,Unknown
CVE-2009-0563,2022-06-08,Microsoft,Office,7.8,0.80902,High,No,Unknown
CVE-2013-1331,2022-06-08,Microsoft,Office,7.8,0.85807,High,No,Unknown
CVE-2018-17463,2022-06-08,Google,Chromium V8,8.8,0.92199,High,Yes,Unknown
CVE-2016-1646,2022-06-08,Google,Chromium V8,8.8,0.68652,High,No,Unknown
CVE-2008-0655,2022-06-08,Adobe,Acrobat and Reader,9.8,0.68768,High,No,Unknown
CVE-2006-2492,2022-06-08,Microsoft,Word,8.8,0.83574,High,No,Unknown
CVE-2009-4324,2022-06-08,Adobe,Acrobat and Reader,7.8,0.93013,High,Yes,Unknown
CVE-2019-7195,2022-06-08,QNAP,Photo Station,9.8,0.93454,Critical,Yes,Known
CVE-2011-2462,2022-06-08,Adobe,Acrobat and Reader,9.8,0.92193,Critical,Yes,Unknown
CVE-2021-38163,2022-06-09,SAP,NetWeaver,9.9,0.84766,High,Yes,Unknown
CVE-2016-2386,2022-06-09,SAP,NetWeaver,9.8,0.4395,Medium,Yes,Unknown
CVE-2016-2388,2022-06-09,SAP,NetWeaver,5.3,0.62285,High,Yes,Unknown
CVE-2022-30190,2022-06-14,Microsoft,Windows,7.8,0.93614,High,Yes,Unknown
CVE-2021-30983,2022-06-27,Apple,iOS and iPadOS,7.8,0.00678,Medium,No,Unknown
CVE-2020-9907,2022-06-27,Apple,Multiple Products,7.8,0.00607,Medium,No,Unknown
CVE-2021-30533,2022-06-27,Google,Chromium PopupBlocker,6.5,0.10532,Medium,No,Unknown
CVE-2019-8605,2022-06-27,Apple,Multiple Products,7.8,0.14409,Medium,Yes,Unknown
CVE-2020-3837,2022-06-27,Apple,Multiple Products,7.8,0.06189,Medium,Yes,Unknown
CVE-2022-29499,2022-06-27,Mitel,MiVoice Connect,9.8,0.88617,High,No,Known
CVE-2018-4344,2022-06-27,Apple,Multiple Products,7.8,0.00186,Medium,No,Unknown
CVE-2021-4034,2022-06-27,Red Hat,Polkit,7.8,0.87848,High,Yes,Unknown
CVE-2022-26925,2022-07-01,Microsoft,Windows,8.1,0.37425,Medium,No,Unknown
CVE-2022-22047,2022-07-12,Microsoft,Windows,7.8,0.01458,Medium,No,Unknown
CVE-2022-26138,2022-07-29,Atlassian,Confluence,9.8,0.94319,Critical,Yes,Unknown
CVE-2022-27924,2022-08-04,Synacor,Zimbra Collaboration Suite (ZCS),7.5,0.91208,High,No,Unknown
CVE-2022-34713,2022-08-09,Microsoft,Windows,7.8,0.04492,Medium,No,Unknown
CVE-2022-30333,2022-08-09,RARLAB,UnRAR,7.5,0.92575,High,Yes,Unknown
CVE-2022-37042,2022-08-11,Synacor,Zimbra Collaboration Suite (ZCS),9.8,0.94333,Critical,Yes,Unknown
CVE-2022-27925,2022-08-11,Synacor,Zimbra Collaboration Suite (ZCS),7.2,0.9431,High,Yes,Unknown
CVE-2017-15944,2022-08-18,Palo Alto Networks,PAN-OS,9.8,0.94179,Critical,Yes,Unknown
CVE-2022-2856,2022-08-18,Google,Chromium Intents,6.5,0.05114,Medium,No,Unknown
CVE-2022-32893,2022-08-18,Apple,iOS and macOS,8.8,0.00225,Medium,No,Unknown
CVE-2022-22536,2022-08-18,SAP,Multiple Products,10.0,0.93833,Critical,Yes,Unknown
CVE-2022-21971,2022-08-18,Microsoft,Windows,7.8,0.86935,High,Yes,Unknown
CVE-2022-32894,2022-08-18,Apple,iOS and macOS,7.8,0.00314,Medium,No,Unknown
CVE-2022-26923,2022-08-18,Microsoft,Active Directory,8.8,0.91441,High,Yes,Unknown
CVE-2022-0028,2022-08-22,Palo Alto Networks,PAN-OS,8.6,0.04682,Medium,No,Unknown
CVE-2020-28949,2022-08-25,PEAR,Archive_Tar,7.8,0.92961,High,Yes,Unknown
CVE-2021-38406,2022-08-25,Delta Electronics,DOPSoft 2,7.8,0.74854,High,No,Unknown
CVE-2022-26352,2022-08-25,dotCMS,dotCMS,9.8,0.94337,Critical,No,Known
CVE-2022-24706,2022-08-25,Apache,CouchDB,9.8,0.94392,Critical,Yes,Unknown
CVE-2022-24112,2022-08-25,Apache,APISIX,9.8,0.94435,Critical,Yes,Unknown
CVE-2020-36193,2022-08-25,PEAR,Archive_Tar,7.5,0.71148,High,No,Unknown
CVE-2021-39226,2022-08-25,Grafana Labs,Grafana,9.8,0.9435,Critical,No,Unknown
CVE-2022-2294,2022-08-25,WebRTC,WebRTC,8.8,0.01165,Medium,Yes,Unknown
CVE-2022-22963,2022-08-25,VMware Tanzu,Spring Cloud,9.8,0.94462,Critical,Yes,Unknown
CVE-2021-31010,2022-08-25,Apple,"iOS, macOS, watchOS",7.5,0.01198,Medium,No,Unknown
CVE-2017-5521,2022-09-08,NETGEAR,Multiple Devices,8.1,0.93804,High,Yes,Unknown
CVE-2018-6530,2022-09-08,D-Link,Multiple Routers,9.8,0.94294,Critical,No,Known
CVE-2018-2628,2022-09-08,Oracle,WebLogic Server,9.8,0.94422,Critical,Yes,Unknown
CVE-2018-7445,2022-09-08,MikroTik,RouterOS,9.8,0.84562,High,Yes,Unknown
