domain,MX_found,SPF,SPF_valid,SPF_secure,DMARC,DMARC_valid,DMARC_secure,DKIM,DKIM_selector,DKIM_valid,DNSSEC_signed
crtmg.gov.br,True,v=spf1 include:_spf.uni5.net -all,True,True,,False,False,,,False,False
crtr01.gov.br,True,v=spf1 include:_spf.locaweb.com.br ?all,True,False,v=DMARC1; p=none;,True,False,,,False,False
crtr14.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxnI9vGl1IVM2PVZCijhBnuaOt+o/vkk7fUFy1Xet1WEOREU4f35rLsXZSMgxJHmTDgKLJLzJ6W/OzmxSKzt2UhrIgRhDk6dI8wk+aM+xuKMWeuZ0PhogyNi4Uf8gCQBXx2wIPW+yaDCVfrjFCs2UeSWAOjz7LO0fXZx7NCrQks9KS5WWDXCfx4KogaeX0IMe7"" ""7jQWxPo7/gR19C8lsxTQPPfwNhMzd2eH7nq7X1qP1qbS5y6lWOzc6GnNe2MsiD1TQSYK8gmIG/L+lcdOYNcFffIui6XniOWKdQoFsvc84AtdsiLSDvb4o2yAmix8D4Oq8B371oGF97Y9iKg/pFM4wIDAQAB;",default,True,False
crtr17.gov.br,True,v=spf1 include:ntshs.net ~all,True,True,v=DMARC1; p=none;,True,False,"v=DKIM1; k=rsa; h=sha256; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2sX3aZ02Unhx1CJbQth4JGptbPeDP40wfr5XBsgEZzrhldwjmOd9y3mFxTBHRXsyeE7BJtU58MnX6iWgTFAfgVw+toCtqa9MJ9oujwGXoN7cUMr+E1F/K4ekCtXN28kYnJjp/6MVA9Sj/FjLo3l3sFgA2gABm2tHQCoC0pwnc74vLIlLSHHMRMv"" ""OQ/6eSY1PZ+Gi25nCJD0h8nVUncIvaNeOu3eRIHOBALMFe6oTbxZXfMY1dC8AI8OBLw6aNrc9/yQtU8yU9g/o6HpnPlwWbH9oCfPztzNRkQ38+6nGIRhRFTujAGWTYeqtVK8Sum4REA92LpJcePvcim7ZrWvPPQIDAQAB",crtr17,True,False
crtr18.gov.br,True,v=spf1 include:_spf.locaweb.com.br ?all,True,False,,False,False,,,False,False
crtr19.gov.br,True,v=spf1 a:mxv.f1.k8.com.br -all,True,True,v=DMARC1; p=reject;,True,True,v=DKIM1; g=*; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDdV5J+Gd0UoJ1gjUpPkjWwvVVbFc0+OU83GrApctotgtb/kMiSjeu1Tlo3Dkwn3BTp6CEYG9B1uwfdGzyfOzvYzXXFLrgrauWwFznIa2ZYMOrKicRioBTqYzzIlWrCn6NXSqAf0135tmvTsnaFCiAMu5hR68XrLbZMfIEBvYd9ZwIDAQAB,default,True,False
crtrceara.gov.br,True,v=spf1 include:_spf.locaweb.com.br -all,True,True,"v=DMARC1; p=quarantine; rua=mailto:formularios@crtrceara.gov.br,mailto:crtr2@crtrceara.gov.br",True,True,,,False,False
crtrj.gov.br,True,v=spf1 mx a ip4:178.238.225.65 ip4:49.13.221.216 include:spf.homemurbano.com.br include:_spf.google.com include:spf.sendinblue.com include:spf.isendservice.com.br a:apps.homemurbano.com.br ~all,True,True,v=DMARC1; p=none,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAudhrNJ6Zuefso7sIZ5SQyaxXnotTdHsaiKJhGmQL2756EHyp2GRgqPxcf7MwSivFSAYgOVnX7FIa5sm52Hb7V9EV1ccMmDJZby1BguhIbF6xt5NGVMiE+hmuW8Cvub4KeTiYzTLYdvwPnQPlznmMfE3WGaQ3PBC5Q8hXLoCaOb9Uubv8gY2NLMPC79v7mHAaR"" ""y4r44vx5/C+ms0N0pUhZMgIMwOHys9rMICog5hDnfE0Sm6GDGHB7iN6H/tqNiWStfnmC1SV68v2KgIEWW++wf22Tpv22SA+uoiOp05sx8Z+FvcjMrlQdYXaz1PDp0DGbZ7p38ZnbVjbQVeZ8MEROQIDAQAB",dkim,True,True
crtrpe.gov.br,True,v=spf1 ip4:192.185.176.163 a mx include:websitewelcome.com ~all,True,True,"v=DMARC1; p=none; rua=mailto:1029487296c04975af2805dd520d2997@dmarc-reports.cloudflare.net,mailto:rua@dmarc.brevo.com",True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5QPx+eacwUhI1XrUS66ThJqBrVSqoRcrUeHJ4687d2lRe3hNuCzhAQM1WRJA6C9wK9XhVyL0SkUgUZSLSQCszvkD7L5X4PfPd2hyi/hFuaPnGntR0BFy52s6FZ9/bSrCFO5vUiku+e/m+H1kvpTczXcekH8t/uVjrPJKhYPGr/Uimu1PVX/7wn7cRTmXXwPRv"" ""/Uw5lNzHvYLoKxEYSC2xxqrcH2Bchwa2RMVfhmTDkawpA1RejNA18Er7eeI+SySuy+3IhUKkXASDR44hEHFKOnDAoa1d195EW0Hpgc9EhaJlr1mHWwsUrUJW2xFcoZW5ec3jv9AqEBaEpbKgkr8cwIDAQAB;",default,True,False
crtrrj.gov.br,True,v=spf1 ip4:177.154.155.73 ip4:187.0.205.22 ip4:187.0.205.23 ip4:187.0.205.3 ip4:187.0.205.58 ip4:187.0.205.39 ip4:131.255.100.18 ip4:189.109.86.122 ip4:189.56.67.186 +a +mx include:_spf.criaenvio.com -all,True,True,v=DMARC1;p=quarantine;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAv+tR0+OmGVEagMG3GpeteWw7Pnhh/+Bk2AhHrQ3xYPRPaF078VfhsrpEJcOvaqMHqYKnLAgc6baxctt2sKJkRiJqx3P6hAWJavhhVlYpeGBFm/twnaidmMexInFn/ZGbPtuy1hFPoCrDwRs9UsyX1rAxSwGiJFIEfGUBa5DCA2psdebJG4oGaAcbVcDVxdA7d"" ""LlhXJ7sX17DErp8I9WwbaDIsrsRP05WqAPtRZQjW5H9N2Iv105Dcbmna8HxUYz6X8HrdmGLQkw2Xf3rS2YgTp03GGCqbboJkZadzlxDqF/joEA96VH3XaNcW/VFA/BJcLz9367F1G8InBAMGJvj4wIDAQAB;",default,True,False
crtsp.gov.br,True,v=spf1 ip4:51.222.154.169 include:spf.antispamcloud.com +a +mx +ip4:186.209.113.152 include:spf.homemurbano.com.br include:_spf.localservices.com.br a mx ip4:204.199.59.22 include:spf-54.mailgrid.net.br,True,False,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAy6DT2BWhODw44NuzZAFr0jPkNuAH3R9A2PdcqB+dmE/WdoN0IZWXKx+/nmbRO3gDL7EqIVK3f3oSR3N43HETX2DmhzIGAdvAqYlqwnMKid7XLHW0gX+I5/oBtUomxtNqi6AOBvAxy9t5M9HD6Jo4rgtWk3+QMCKi/NdX9E81C/t5MU1URb9B1BwLCHU4dVhiq"" ""xfRPUU+7gaOurksWcoCSxvlNJiVvzMbtDTawA/+cCBI17QGQpz5C8QQZuCzLgWpUQleXZiBOaQXfCfjLdnicDq4I0weh4aj3OEd18iTj1cjnjK3HDuGXoNgjGZzYNTN3mgZsSr7XAHebIJ2d7mBYwIDAQAB;",default,True,False
csjt.gov.br,True,v=spf1 -all,True,True,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; pct=100,True,True,,,False,False
ctac.gov.br,False,,False,False,,False,False,,,False,False
ctav.gov.br,False,,False,False,,False,False,,,False,False
cti.gov.br,True,v=spf1 include:_spf.google.com ~all,True,True,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:dmarc@cti.gov.br; ruf=mailto:dmarc@cti.gov.br; rf=afrf; pct=100; ri=86400,True,True,v=DKIM1;k=rsa;p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCZcMh/1ga5otCXLSasMMMfpgWMAwnmYroAhOY1qFNOMRyXHacKwTWlsqn7nEMoNCIWzouS59DzKps4zKhjJpZ89vD7HiGnqWt5Bj1OdmTNQ05sW+jkuwqRpB+yAmykmdd4dbk4hl/awEaqUR17/MckgD8h/ntsbJ3T379lQ954OwIDAQAB,google,True,False
ctir.gov.br,True,v=spf1 mx ip6:2001:12ff:0:7::164 ip4:200.160.7.164/32 ip4:170.246.254.71/32 ip4:170.246.254.72/32 -all,True,True,"v=DMARC1;p=reject;sp=reject;pct=80;adkim=r;aspf=r;rua=mailto:694a668d03@rua.easydmarc.com,mailto:infra@ctir.gov.br;ruf=mailto:694a668d03@ruf.easydmarc.com,mailto:infra@ctir.gov.br;fo=1",True,True,"v=DKIM1; h=sha256; k=rsa; s=email; "" ""p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwuPZLxKtGaDCGfir+elIAJipLctsogEzaP+15Fc1JeiTVyIWrpUS1qIUVR4UhaOz+4ByD9idHtRRfPX1kRKUyGIxnzdzB7hmvn9pn4Pc1vsQsyKf2Rfejer9SiAKftnvcqKxIyb1L1+uOX5f7RUHa2fVrl9148/pnrRejJ/HHQEzd10fdEEWYH9weOy6sSxhfgoR95DHwCD0Rr"" ""+PFNhvvfC02L9kvyygQARQk3L7QKI1Qn11U4Qwzza0lKMRG2LcsJL1gt/ML7xY5SVn9UOBUyY5ekgEAI0rW336+Wdyhfeq1AFJ/3WjASoQ9zA7CsFkOysbO30nmg6sKR3awKdqyQIDAQAB",ctir,True,True
cultura.gov.br,True,v=spf1 include:culspf.cultura.gov.br ip4:189.9.52.15/32 mx:mx1.cultura.gov.br ip4:189.9.52.18/32 mx:mx2.cultura.gov.br include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:abuse@cultura.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzyF0L27EHEpHueIimyKu0BgsBUqFG6H6OiRin/jOYtyAxGwRtyaQA77TJFgx/FWTbDSdNQjp9g3y5pEyZ4/faMbqryNbUXE7XGNd9h09R9HrPxi9zAJSHL45e9CeWLRCL6HBEsvLa+Z4PeYtnJ/Z2RDt0tyJUTySM5sOcitx1iukj4kCg+zEooPinrC1qIvRO"" ""ln2magpOQ7R/qEnijQ+F1614Pe/Px+/BCIbbbXopg4Cr4J2Ehu9ME4i1dHDONlcCo5NVihWY295aPnp3IqEPQN7PWe7RT5pqZKhTfThDcSyVJui3huBZg3q8cASwS7KpQsTReiJVTe0Kn0XUQIZkQIDAQAB;",selector1,True,True
culturaviva.gov.br,True,,False,False,,False,False,,,False,False
cvm.gov.br,True,v=spf1 ip4:45.7.170.50 ip4:45.7.170.52 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc_@cvm.gov.br; ruf=mailto:dmarc_@cvm.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAo/v4oT3Znziq0lOcFkFZrcTCv/w1dqJQa47RNIha/mH9eoiomIvvJn0O0Aud2bMG4D4IwoHU0RTehZufsHOpav7U/KMq7JywA1taLrzw7RMZ8lbG/hmYlPNRujHIHXtvd/pjRDHblZoQ40QgCt/zxi5Vqng3K6/1IgDQHPffFViNHrL6E1h/EaHG0KTbgkJL6"" ""C70BOg6/ev7F00y66pi0V79QgSgnpsqRmAA/rykE1C5Z3a5pHRUl7Va3p/3ymOTULkRw9RRV+VfwO6K2Dgq2KJdGQjF7ICTiJnWRfJium9UeIKgtgzQQKAY9cOBtBg/bUxy5IysowzQmp0ftTyMeQIDAQAB;",selector1,True,True
d.gov.br,False,,False,False,,False,False,,,False,False
dados.gov.br,True,v=spf1 ip4:189.9.7.65/32 ip4:189.9.7.66/32 ip4:161.148.21.192/26 ip4:161.148.50.192/26 -all,True,True,,False,False,,,False,True
data.gov.br,False,,False,False,,False,False,,,False,False
dataprev.gov.br,True,v=spf1 ip4:200.152.39.40/32 ip4:200.152.35.47/32 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:_spf.rdstation.com.br include:sendgrid.net include:service-now.com -all,True,True,"v=DMARC1; p=reject; sp=reject; pct=100; adkim=r; aspf=r; fo=1; rua=mailto:dmarcagg@vali.email,mailto:suporte.disb@dataprev.gov.br; ruf=mailto:daic@dataprev.gov.br,mailto:suporte.disb@dataprev.gov.br; rf=afrf",True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCSf4vk4guW5SHwUGqEUpkoH3aZ1w5j650dRwgy/J1UMSWETWWRZlfO6qRjAjvze6kngwoOMgv/IPWwfnTAzEonQWuk0pbfXG103JvfpipM9dj6vPOr/ZOpTHx+Xkuejrldw9XshDJy3ui3WCxNz33bTxFxGBKwHlA7k/yCT5+80QIDAQAB; n=1024,1485485212,1"" ""501123612",selector1,True,True
datasus.gov.br,True,v=spf1 ip4:189.28.143.174 ip4:189.28.143.94 ip4:189.28.143.170 include:spf.protection.outlook.com include:datasus.gov.br include:spf.messagelabs.com -all,True,True,,False,False,,,False,False
decea.gov.br,True,,False,False,v=DMARC1; p=quarantine; pct=20; rua=mailto:postmaster@decea.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAm/iCOjvEei+inuG5vBzDs3j6qNfhdkkySZW5pRajpC0oh/pW3j2sA/8uHFYx3nq2e705XL3qzJ7gJ4KW5neFpeoEcx1B5v5PQKV/BVQt1I9q3s/3KUWdK5/qAvLBHNOcUHmXhS4RI8orukZAlgjAi0DYGLd4zbixmmSVulcgcjaVt+nmjdaOgi4YoN4mjnS4k"" ""Wu3E6aaNepUAkKlgkbouAAgYP4dwk7xiyX7nkPitoprx3WZs2bWYzlqEeWhyABnZVndZnP5ahU0Z3xV1xo98bxpNk6EFrSdEtTN0A6/4OSIJEEDefpc7AD9EoYS2XeW2oNT4z65RfYG+wTOVKCHUQIDAQAB;",selector1,True,False
defesa.gov.br,True,v=spf1 mx ip4:200.198.192.140/32 ip6:2804:150:11:e0ff:ffff:ffff:ffff:ff14/64 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=reject; rua=mailto:nusic@defesa.gov.br; ruf=mailto:nusic@defesa.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDiD5ThV615QoS352Rhz4KKR4YlO2fGuAy68wsduz7c3i6Jklwho4UKg4hZAzjyk5JvSoxY1ugOj7FBzyvK3CnTfC2AtR8LSHdQwbVEKFOBV/CgH5TlOExcuu9pxbeGXpWzYkMAkElEz8zjfQeY7ogzPPHg2G73pHIdSwrTwYvm4wIDAQAB,default,True,True
defesacivil.gov.br,True,v=spf1 a mx ip4:200.198.213.91 ip4:200.198.213.92 -all,True,True,,False,False,,,False,False
defesadoconsumidor.gov.br,True,v=spf1 a ip4:200.198.212.68 ip4:200.198.212.76 ip4:164.41.222.168 include:_spfmj.mj.gov.br include:spf.protection.outlook.com -all,True,True,,False,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDKvuBQ8b3/uWlCujg5A1idEuIPwtPJpf7EvaqoFlBe5wC7em6brep7pCi88GjTyaoZ/yJRRP+3r3X4kyittKZTwTqe7z7wUnh+TDEEzgencr+do9X7gSyXi31yLGDgLExUSNTSfKKrBvRCt1TZtMyDjKFm50HzbCOWDKunlv6AgQIDAQAB,default,True,False
denatran.gov.br,True,v=spf1 ip4:200.198.212.164/32 ip4:200.198.212.165/32 -all,True,True,,False,False,,,False,True
denunciaoperacaopegasus.gov.br,False,,False,False,,False,False,,,False,False
depen.gov.br,False,,False,False,,False,False,,,False,False
deputado.gov.br,True,v=spf1 ip4:200.219.132.0/22 -all,True,True,v=DMARC1; p=reject; pct=100;,True,True,,,False,True
desafios.gov.br,False,,False,False,,False,False,,,False,False
desaparecidos.gov.br,False,,False,False,,False,False,,,False,False
desenrola.gov.br,False,,False,False,,False,False,,,False,False
desenvolvimento.gov.br,False,,False,False,,False,False,,,False,False
desenvolvimentosocial.gov.br,True,,False,False,,False,False,,,False,False
df.gov.br,True,v=spf1 ip4:131.72.220.0/22 -all,True,True,v=DMARC1; p=none; rua=mailto:suporte@gdfnet.df.gov.br,True,False,,,False,False
dialoga.gov.br,True,v=spf1 ip4:170.246.252.0/23 -all,True,True,,False,False,,,False,False
dialogabrasil.gov.br,True,v=spf1 ip4:170.246.252.0/23 ip4:161.148.173.216/32 ip4:161.148.21.0/24 -all,True,True,,False,False,,,False,False
diariodajustica.gov.br,False,,False,False,,False,False,,,False,False
diesporte.gov.br,False,,False,False,,False,False,,,False,False
dinheiroaqui.gov.br,False,,False,False,,False,False,,,False,False
dinheiroemcaixa.gov.br,False,,False,False,,False,False,,,False,False
dinheiroinstantaneo.gov.br,False,,False,False,,False,False,,,False,False
dinheirovivo.gov.br,False,,False,False,,False,False,,,False,False
direitosdacrianca.gov.br,False,,False,False,,False,False,,,False,False
direitoshumanos.gov.br,True,v=spf1 include:_spf.kinghost.net ~all,True,True,,False,False,"k=rsa; t=s; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA88R0rEGIWgkBDyg/ITX2P0BPrVn/5AvXx5Sgp58AIGaF/uVQ3CjKq3rfU1f58m5OSKqcNR25LjI78OT1ON3Mkjn6TdcdrD4X9F0UAT1NrUrszjEgEsagQmZzytaiyXq+Vh9bPnF7GD7whf+ZGmOv+VOCCOSzSq+jO610VWknG1x4Qepw89B2GaGwHgYa1s8q3N1Jk"" ""2LyJwsR6hMdX5RgOPjCOrNSWzm+rAvxjh/+brrEwgHq8cof/kxLOYq0LA1V4MiMPs+WkBrapLvSZcg7xMkpFJdK+dl1OVETdpnStfdNOx3/T2JwsakieXq6r8PK3yQz5FSgjIfG771YvqnOeQIDAQAB",s1,True,False
disque100.gov.br,False,,False,False,,False,False,,,False,False
dj.gov.br,False,,False,False,,False,False,,,False,False
dni.gov.br,False,,False,False,,False,False,,,False,False
dnit.gov.br,True,v=spf1 ip4:161.148.21.0/24 ip4:189.9.19.3 ip4:189.9.19.4 ip4:189.9.19.68 ip4:189.9.19.69 ip4:131.100.228.242 ip4:177.136.253.21 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:etir@dnit.gov.br; ruf=mailto:etir@dnit.gov.br; fo=1,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDC0NnJ+C5/74bAAAz1CU3dKk13YWuieF7FE7fpxzwki3QrJEzytqZP7T+mV/FN2dDsM86TPQ+QdHKWT5HJb8nmLEkQqNIIxcGXyd3DmzUgKiK2UX2GZEJi6R1u1Jypyl8u/VlvbflNE5quMLmiiPrs9MZdkmp6GlubIT5CBFAnvwIDAQAB,default,True,False
dnocs.gov.br,True,v=spf1 mx ip4:177.14.224.151/32 ip4:177.14.224.153/32 ip4:177.14.224.157/32 ip4:177.14.224.150/32 ip4:177.14.224.152/32 ip4:177.14.224.116/32 a:mail.dnocs.gov.br a:smtp.dnocs.gov.br a:mail.dnocs.gov.br a:d01ls029v.dnocs.gov.br ~all,True,True,v=DMARC1; p=quarantine,True,True,,,False,True
dnpm-pe.gov.br,True,v=spf1 ip4:208.115.238.130 ip4:208.115.238.131 +a +mx ip4:208.115.238.132 ip4:208.115.238.133 ip4:208.115.238.134 ip4:208.115.198.58 ip4:208.115.198.59 ip4:208.115.198.60 ip4:208.115.198.61 ip4:208.115.198.62 ~all,True,True,,False,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAus3p+5Bu32Ojm6kxMdT7Iz7XE++6vWOLV4cf/bk1xxg38A6xeXpgexYCAY6UDBzYjpnmlrurev0ZnVH/RJhtIsQfI40MzYFUrt1D1gKrCl88PtPYbrn2kKtwNyh6+gnu57yHFtV1x8KUDBb9zS3D+MX9p+qTO/tKxp/83t7EylqYvvcfLOgHwDwtKVuwQI1zG"" ""MJgT4QI3PyUEO54Ln6IQBbwk4drbg5z2MBxtGuudfvMNj2p91yKv/rcuN5M/+8hGxVycUGqkprccB3ZTR347zx+RDvFTBvt4p7XIBSPuYguTU8zsrIROuvAPdFvp8Zgt8BNZXRsHsII34tI81iTEQIDAQAB;",default,True,False
dnpm.gov.br,True,v=spf1 a mx a:dnpm-gov-br.mail.protection.outlook.com ip4:200.198.193.224/27 ip4:200.198.193.229/27 ip4:200.198.193.240/27 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,False
doacoes.gov.br,False,,False,False,,False,False,,,False,False
dominiopublico.gov.br,False,,False,False,,False,False,,,False,False
dou.gov.br,False,,False,False,,False,False,,,False,False
dpf.gov.br,True,v=spf1 include:spf.protection.outlook.com ip4:200.169.41.12 ip4:200.169.41.13 ip4:200.169.41.20 ip4:200.169.41.28 ip4:200.169.41.29 -all,True,True,,False,False,,,False,False
dpr.gov.br,True,,False,False,,False,False,,,False,False
dprf.gov.br,False,,False,False,,False,False,,,False,False
dpu.gov.br,True,v=spf1 ip4:119.8.136.100 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,True
dte.gov.br,True,v=spf1 ip4:200.198.220.0/27 -all,True,True,v=DMARC1; p=quarantine; rua=mailto:suporte@dte.gov.br,True,True,"v=DKIM1; h=sha256; k=rsa; "" ""p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwMOWkSuz74UMI39V4AKVq24uWaB3UH9iM5MPyM+Yn9sN6flII17YqxaZcld9b9drdk3CHW021flNkPi/wMJijntlVPsVlfGPcaQJpcbgxRlg+Pw76vTri+L1HVcenvffysl7ShovLdptN/4l19PN6581/+41x6XLwwAUEZqFhDyQPFLz8+4TAjq4z9nJExqO3ZWJPE8z9rb0tV"" ""DDBsZjJj2Ooojg5l3li/gUoMxTOIMIe8R0G9FWD116nwabPlXuHY/Cby2FG41arM7gfOIbhLT7TVkLHcjSb/5Alq5MML+G98xUr+N+MGPbdOJZPwBeSu0qvx0nSXV3H6c8g8HVGQIDAQAB",default,True,True
dtpdf.gov.br,False,,False,False,,False,False,,,False,False
duplasena.gov.br,False,,False,False,,False,False,,,False,False
e-car.gov.br,False,,False,False,,False,False,,,False,False
e-conta.gov.br,False,,False,False,,False,False,,,False,False
e-contacaixa.gov.br,False,,False,False,,False,False,,,False,False
e-jud.gov.br,False,,False,False,,False,False,,,False,False
e-jus.gov.br,False,,False,False,,False,False,,,False,False
e-pagamentos.gov.br,False,,False,False,,False,False,,,False,False
e-pagamentoscaixa.gov.br,False,,False,False,,False,False,,,False,False
e-parana.gov.br,True,,False,False,,False,False,,,False,False
e-post.gov.br,False,,False,False,,False,False,,,False,False
e-sic.gov.br,False,,False,False,,False,False,,,False,False
e-stj.gov.br,False,,False,False,,False,False,,,False,False
e.gov.br,True,,False,False,,False,False,,,False,True
eafmachado.gov.br,True,,False,False,,False,False,,,False,False
eafmuz.gov.br,False,,False,False,,False,False,,,False,False
eafsombrio.gov.br,True,,False,False,,False,False,,,False,False
ebndes.gov.br,False,,False,False,,False,False,,,False,False
ebserh.gov.br,True,v=spf1 ip4:200.130.7.246 ip4:200.130.7.247 ip4:200.130.7.248 include:spf.protection.outlook.com ~all,True,True,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc@ebserh.gov.br; fo=0,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC1E7akN6toeEKSbpF6ytBKMYXlFujNZwEsWjScBe31CY+SgN8BzRidqW4X863Ve7xxQjvACCb/+r3WI46v99nKl4y6Pl7gD1s9mAJvdZuzHppJcBWjSHE9cXkcAMtDMONNY4FunNImzGT5Dwc+1QHMIyiyqX1f0Io/iVDv1bpTywIDAQAB; n=1024,1496263251,1"" ""512074451",selector1,True,True
ecobrancacaixa.gov.br,False,,False,False,,False,False,,,False,False
economia.gov.br,True,v=spf1 ip4:161.148.21.192/26 ip4:161.148.50.192/26 ip4:200.152.40.96/32 include:spf.protection.outlook.com include:spf.mlicloud.com -all,True,True,v=DMARC1; p=none; rua=mailto:postmaster@economia.gov.br; ruf=mailto:postmaster@economia.gov.br; fo=1;,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQChISF2D10ifqa+KvKEc+lSXujzwseJbiSFZKQvM56y4Gmyg1+XTcSTNPDOzqentqVcJSGMGySuFhrnSt1PMIt+zJkb7b7KO9auYoUubK6qr8OGl6SIWcz5yNo+XVAf+KGXx0oF04yLZgoQCZ298EN8tsl7AeorGfnLVBpkRQRsLwIDAQAB,default,True,True
economizar.gov.br,False,,False,False,,False,False,,,False,False
ect.gov.br,False,,False,False,,False,False,,,False,False
edemocracia.gov.br,False,,False,False,,False,False,,,False,False
educacao.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,True
educacion.gov.br,False,,False,False,,False,False,,,False,False
education.gov.br,False,,False,False,,False,False,,,False,False
edufinanceiranaescola.gov.br,False,,False,False,,False,False,,,False,False
eixos.gov.br,False,,False,False,,False,False,,,False,False
eleicoes.gov.br,True,,False,False,,False,False,,,False,False
eletrobras.gov.br,True,"v=spf1 mx ip4:128.245.254.153 ip4:34.73.186.174 ip4:189.112.11.118 ip4:179.190.47.198 ip4:187.16.89.220 ip4:34.138.20.131 ip4:148.163.143.246 ip4:148.163.146.14 ip4:168.138.226.49 ip4:168.75.91.50 ip4:200.247.109.130 ip4:201.63.196.98 ip4:23.21.109.197 "" ""ip4:23.21.109.212 ip4:177.10.112.0/22 ip4:177.12.228.128/25 ip4:177.202.42.128/25 ip4:177.36.15.0/25 ip4:189.85.90.128/25 ip4:200.201.184.0/24 ip4:147.160.167.0/26 include:_spf.kmitd.com include:_spf.qualtrics.com "" ""include:sanspf.santoantonioenergia.com.br include:spf.odmad.quest-on-demand.com include:spf.protection.outlook.com include:spf-us.emailsignatures365.com ~all",True,True,v=DMARC1; p=none; sp=none; ri=86400; rua=mailto:dmarc@axia.com.br,True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzeY1caRYW1uVcAsnuM2Op2PYAqnuZoBIUXTwaVxCtFs1VIwUrtaWZsufyelJyFn5mC3MoA/Fhum9h9ZxGxCJer7up3GDVQX2xeEXJ62NZrQSbmm2vMyAtc2lKP+RXrFzHMSHuUDAe0WDMs4V/4CUm4QMNvwYT8w2iIjccGPv/dpfLh45Nr/f6ueISwU9D+9+r"" ""AJiYUJb64FOk4GzSW1ntKcYtcdoWUWjtw1O8Cn0vkBEROU3h5bjBSSXZBWwBF+6q6DJHlrEL93TwJe/TGN7kiR80lZRCjc54P6EyE7udcm9RwAqCnzMaLqav5YuevDkRO2rtjziGARJ44FUzJkm2QIDAQAB;",selector1,True,False
eletrofurnas.gov.br,False,,False,False,,False,False,,,False,False
eletronorte.gov.br,False,,False,False,,False,False,,,False,False
